AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11911682,7684,1/20/2019,4/19/2021,Assisted Living Facility,OAK HAVEN ALF,9040 STAR TRL,,NEW PRT RCHY,FL,34654-2541,Pasco,(727) 862-7421,9040 STAR TRL,,NEW PRT RCHY,FL,34654-2541,Pasco,LICENSED,OAK HAVEN ALF  LLC,1/20/2017,CHRISTOPHER DAMIANI,10,For-Profit,
11910844,7150,9/1/2018,11/29/2020,Assisted Living Facility,OAK MANOR SENIOR LIVING COMMUNITY,3600 OAK MANOR LANE,,LARGO,FL,33774,Pinellas,(727) 581-9427,3600 OAK MANOR LANE,,LARGO,FL,33774,Pinellas,LICENSED,LARGO INVESTMENTS & ASSOCIATES LLC,6/2/2008,MICHAEL MCQUILKIN,150,For-Profit,www.oakmanorliving.com
11911131,4938,6/1/2019,8/29/2021,Assisted Living Facility,OAK MANOR  INC,1771 WEST MINNESOTA AVE,,DELAND,FL,32720,Volusia,(386) 736-7231,1771 WEST MINNESOTA AVE,,DELAND,FL,32720,Volusia,LICENSED,OAK MANOR  INC.,6/1/2005,JOANN F. TURNBULL,11,For-Profit,
11964739,9262,9/1/2018,11/29/2020,Assisted Living Facility,OAK TREE MANOR INC,7770 128TH ST NO,,SEMINOLE,FL,33776-4100,Pinellas,(727) 398-1286,1114 18TH ST SW,,LARGO,FL,33770-4800,Pinellas,LICENSED,OAK TREE MANOR  INC.,9/1/1998,CHRISTINE GIBREE,58,For-Profit,
11967667,11647,8/30/2019,11/22/2021,Assisted Living Facility,OAK VALLEY ASSISTED LIVING FACILITY,4488 HWY 79,,VERNON,FL,32462,Washington,(850) 535-4196,4488 HWY 79,,VERNON,FL,32462,Washington,LICENSED,Monroe Frank and Tammy R. Easterling,11/15/2019,MONROE FRANK EASTERLING,21,For-Profit,
11968298,12195,2/28/2020,11/25/2020,Assisted Living Facility,OAK VILLAGE,1801 MONASTERY RD,,ORANGE CITY,FL,32763,Volusia,(386) 456-0049,1801 MONASTERY ROAD,,ORANGE CITY,FL,32763,Volusia,PROVISIONAL,Oak Village ALF Inc,2/28/2020,MARTHA BHAGWANSINGH,12,For-Profit,Monasteryoaks.com
11911184,5577,7/21/2019,10/18/2021,Assisted Living Facility,OAKBRIDGE TERRACE AL RESIDENCE AT ST ANDREWS ESTATES,6152 VERDE TRL N,,BOCA RATON,FL,33433-2430,Palm Beach,(561) 487-6200,6152 VERDE TRL N,,BOCA RATON,FL,33433-2430,Palm Beach,LICENSED,ACTS RETIREMENT-LIFE COMMUNITIES  INC.,1/9/1992,AIMEE MICHELLE HILTON,72,Not-For-Profit,www.actsretirement.org
11910371,5798,9/15/2019,12/13/2021,Assisted Living Facility,OAKBRIDGE TERRACE ASSISTED LIV RES - EDGEWATER AT BOCA POINTE,23305 BLUE WATER CIR,,BOCA RATON,FL,33433-7053,Palm Beach,(561) 368-5600,23305 BLUE WATER CIR,,BOCA RATON,FL,33433-7053,Palm Beach,LICENSED,ACTS RETIREMENT-LIFE COMMUNITIES  INC.,1/1/1980,DONNA YAM,51,Not-For-Profit,www.actsretirement.org
11910396,6082,7/23/2019,10/20/2021,Assisted Living Facility,OAKBRIDGE TERRACE ASSISTED LIVING AT INDIAN RIVER ESTATES,2200 INDIAN CREEK BLVD W,,VERO BEACH,FL,32966-1331,Indian River,(772) 453-2300,2200 INDIAN CREEK BLVD W,,VERO BEACH,FL,32966-1331,Indian River,LICENSED,ACTS RETIREMENT-LIFE COMMUNITIES  INC.,4/11/2005,SCOTT DAVID CAIRNS,71,Not-For-Profit,www.actsretirement.org
11964649,9165,8/1/2018,10/29/2020,Assisted Living Facility,OAKBRIDGE TERRACE AT AZALEA TRACE,10100 HILLVIEW ROAD,,PENSACOLA,FL,32514,Escambia,(850) 857-4976,10100 HILLVIEW ROAD,,PENSACOLA,FL,32514,Escambia,LICENSED,ACTS RETIREMENT-LIFE COMMUNITIES  INC.,5/30/2014,WILLIAM TURNER MCMURPHY,54,Not-For-Profit,www.actsretirement.org
11910071,4992,11/1/2019,1/29/2022,Assisted Living Facility,OAKLAND MANOR,2812 N NEBRASKA AVE,,TAMPA,FL,33602-1728,Hillsborough,(813) 225-1347,2812 N NEBRASKA AVE,,TAMPA,FL,33602-1728,Hillsborough,LICENSED,BABAS & ARAGON ESTATE INC.,11/1/2005,ROGIE BABAS,32,For-Profit,
11969148,12960,2/6/2019,5/6/2021,Assisted Living Facility,OAKMONTE VILLAGE OF DAVIE,8201 STIRLING RD,,DAVIE,FL,33328,Broward,(954) 982-2323,8201 STIRLING RD,,DAVIE,FL,33328,Broward,LICENSED,Royal MG3 Davie OpCo LLC,1/3/2017,JUNE ELLEN RITOTA,220,For-Profit,
11968474,12350,4/11/2019,7/9/2021,Assisted Living Facility,OAKMONTE VILLAGE OF LAKE MARY - CORDOVA,1001 ROYAL GARDENS CIR,,LAKE MARY,FL,32746-1435,Seminole,(407) 444-0122,1001 ROYAL GARDENS CIR,,LAKE MARY,FL,32746-1435,Seminole,LICENSED,RSC OAKMONTE CORDOVA  LLC,3/1/2013,RACHAEL GUERNSEY,153,For-Profit,oakmontevillage.com
11965486,9863,4/15/2020,4/14/2022,Assisted Living Facility,OAKRIDGE ASSISTED LIVING FACILITY,297 SW COUNTY ROAD 300,,MAYO,FL,32066-4402,Lafayette,(386) 294-5050,297 SW COUNTY ROAD 300,,MAYO,FL,32066-4402,Lafayette,LICENSED,PINEHOUSE INC,6/20/2000,MICHELLE NORRIS,44,For-Profit,
11910842,4818,1/17/2020,1/16/2020,Assisted Living Facility,OAKS OF CLEARWATER  THE,420 BAY AV,,CLEARWATER,FL,33756,Pinellas,(727) 445-4700,420 BAY AV,,CLEARWATER,FL,33756,Pinellas,IN REVIEW,OAKS ON THE BAY LLC  THE,1/17/2014,FRANCES DAVIS,175,For-Profit,www.theoaksofclearwater.com
11932515,7689,5/4/2018,5/3/2020,Assisted Living Facility,OAKVIEW TERRACE,7220 BAILLIE DR,,NEW PORT RICHEY,FL,34653,Pasco,(727) 842-9899,7220 BAILLIE DR,,NEW PORT RICHEY,FL,34653,Pasco,IN REVIEW,ASL OF NEW PORT RICHEY  FL  LLC,5/4/2004,HOLLIE VARGAS,135,For-Profit,
11910845,4831,12/7/2018,3/6/2021,Assisted Living Facility,OAKWOOD EAST RETIREMENT CENTER,1210 EAST OAKWOOD,,TARPON SPRINGS,FL,34689,Pinellas,(727) 942-1411,1210 EAST OAKWOOD,,TARPON SPRINGS,FL,34689,Pinellas,LICENSED,OAKWOOD EAST RETIREMENT CENTER  INC,10/26/2000,LAWRENCE CARRINGTON,10,For-Profit,
11967385,11537,2/18/2019,5/18/2021,Assisted Living Facility,OASIS ESTATE INC  THE,13373 106TH AVE,,LARGO,FL,33774-5515,Pinellas,(727) 596-2927,13373 106TH AVE,,LARGO,FL,33774-5515,Pinellas,LICENSED,OASIS ESTATE INC (THE),7/18/2008,SUE ANN WARRICK,6,For-Profit,
11965769,10090,11/27/2019,8/24/2020,Assisted Living Facility,OASIS FAMILY RESORT IN THE SPRINGS,7438 NW 47TH PLACE,,LAUDERHILL,FL,33319,Broward,(954) 578-3635,7438 NW 47TH PLACE,,LAUDERHILL,FL,33319,Broward,PROVISIONAL,Oasis Family Resort In The Springs LLC,11/27/2019,ERROL ANTHONY RICHARDS,6,For-Profit,
11968457,12332,3/5/2019,6/2/2021,Assisted Living Facility,OASIS FAMILY RESORT  LLC,5245 NW 73RD TER,,LAUDERHILL,FL,33319-6316,Broward,(954) 629-0915,5245 NW 73RD TER,,LAUDERHILL,FL,33319-6316,Broward,LICENSED,OASIS FAMILY RESORT  LLC,1/14/2013,SOPHERONIA A RICHARDS,6,For-Profit,
11963868,6505,5/10/2018,5/9/2020,Assisted Living Facility,OASIS HOME FOR THE ELDERLY,33 W 26TH ST,,HIALEAH,FL,33010-1707,Miami-Dade,(305) 934-8770,6791 ROYAL MELBOURNE DR,,HIALEAH,FL,33015-2120,Miami-Dade,LICENSED,ALMATA  INC.,1/27/1997,SANDRA SANCHEZ,19,For-Profit,
11968234,12996,5/9/2020,5/8/2020,Assisted Living Facility,OASIS NATIONAL ASSISTED LIVING FACILITY,3 E NIGHTINGALE ST,,APOPKA,FL,32712,Orange,(407) 280-0872,2655 PLYMOUTH SORENTO RD.,,APOPKA,FL,32712,Orange,LICENSED,OASIS NATIONAL ASSISTED LIVING FACILITY,5/9/2018,GUIRLENE COTHIAS,6,For-Profit,
11968690,12556,9/10/2018,12/8/2020,Assisted Living Facility,OASIS PALMS  INC.,12629 SW 21ST STREET,,MIRAMAR,FL,33027,Broward,(754) 210-6790,12629 SW 21ST STREET,,MIRAMAR,FL,33027,Broward,LICENSED,OASIS PALMS  INC.,7/7/2014,MICHELLE ANTONETTE MCDONALD,6,For-Profit,
11969421,13242,11/26/2018,2/23/2021,Assisted Living Facility,OASIS RAQUEL ALF INC,3078 DREW WAY,,PALM SPRINGS,FL,33406,Palm Beach,(561) 307-5772,3078 DREW WAY,,PALM SPRINGS,FL,33406,Palm Beach,LICENSED,OASIS RAQUEL ALF INC,7/25/2018,YAMAY PEREZ-AVILA,6,For-Profit,
11911132,5675,8/30/2019,11/27/2021,Assisted Living Facility,OCEAN VIEW MANOR,624 S ATLANTIC AVENUE,,DAYTONA BEACH,FL,32118,Volusia,(386) 258-5116,624 S ATLANTIC AVENUE,,DAYTONA BEACH,FL,32118,Volusia,LICENSED,LIBRA 85 LLC,8/30/2011,DAWN MARIE HART,85,For-Profit,
11964795,12611,1/14/2019,4/13/2021,Assisted Living Facility,ODALYS HOME,4342 SW 129TH AVE,,MIAMI,FL,33175-4020,Miami-Dade,(786) 295-6933,4342 SW 129TH AVE,,MIAMI,FL,33175-4020,Miami-Dade,LICENSED,ODALYS HOME,3/15/2006,MONICA FERRER,6,For-Profit,
11969353,13213,8/28/2018,11/25/2020,Assisted Living Facility,ODENIA'S ANGELS ALF CORP,8204 SUNNYSLOPE DR,,TAMPA,FL,33615,Hillsborough,(813) 965-3286,8204 SUNNYSLOPE DR,,TAMPA,FL,33615,Hillsborough,LICENSED,ODENIA'S ANGELS ALF CORP,2/7/2018,JOSE RAFAEL CASALLAS,6,For-Profit,
11932665,8238,3/30/2018,3/29/2020,Assisted Living Facility,OLD CUTLER RETIREMENT HOME,21640 OLD CUTLER ROAD,,MIAMI,FL,33190,Miami-Dade,(305) 256-0120,170 OCEAN LANE DR,APT 405,KEY BISCAYNE,FL,33149-1449,Miami-Dade,IN REVIEW,OLD CUTLER RETIREMENT HOME  INC.,6/10/1994,ROSA MARIA QUIROGA,6,For-Profit,
11953539,8551,11/16/2019,2/13/2022,Assisted Living Facility,OLIVE BRANCH,8711 CUTLASS DR,,HUDSON,FL,34667-4117,Pasco,(727) 862-1789,14038 PINE ST,,HUDSON,FL,34667-1147,Pasco,LICENSED,OLIVE F SPOETH,4/30/1997,OLIVE F SPOETH,9,For-Profit,olivebranchalf.com
11964358,8918,4/18/2019,7/16/2021,Assisted Living Facility,OLIVINNE'S IN-HOME CARE  INC.,3153 NW 114TH AVE,,CORAL SPRINGS,FL,33065-3105,Broward,(954) 346-2131,3153 NW 114TH AVE,,CORAL SPRINGS,FL,33065-3105,Broward,LICENSED,OLIVINNE'S IN-HOME CARE  INC.,2/25/1997,OLIVINNE ANNBLYTHE WILLIAMS,7,For-Profit,
11966983,11174,12/5/2019,3/4/2022,Assisted Living Facility,OMEGA ASSISTED LIVING FACILITY,1209 NW 35TH PLACE,,CAPE CORAL,FL,33993,Lee,(239) 282-2122,1209 NW 35TH PLACE,,CAPE CORAL,FL,33993,Lee,LICENSED,OMEGA GROUP HOME  INC.,6/4/2007,DOREEN T THOMPSON,5,For-Profit,omegaalf.com
11964445,8974,7/14/2019,10/11/2021,Assisted Living Facility,OMEGA GROUP OF SOUTH FLORIDA  INC.,2770 NW 58TH TERRACE,,LAUDERHILL,FL,33313,Broward,(954) 484-3712,2770 NW 58TH TERRACE,,LAUDERHILL,FL,33313,Broward,LICENSED,OMEGA GROUP OF SOUTH FLORIDA  INC.,4/6/2005,SONIA LEONIE WHYTE,16,For-Profit,
11964791,9317,10/10/2018,1/7/2021,Assisted Living Facility,ONDYMERCY CORP,4010 SW 107TH AVE,,MIAMI,FL,33165-4813,Miami-Dade,(305) 551-7721,4010 SW 107TH AVE,,MIAMI,FL,33165-4813,Miami-Dade,LICENSED,ONDYMERCY CORPORATION,10/10/2014,ARMANDO MAURI PEREZ,6,For-Profit,
11911133,6084,4/27/2020,11/20/2021,Assisted Living Facility,OPEN ARMS ALF,401 ORANGE AVENUE,,PORT ORANGE,FL,32127,Volusia,(540) 385-1777,401 ORANGE AVENUE,,PORT ORANGE,FL,32127,Volusia,LICENSED,Heavenly Assisted Living  Inc.,11/21/2019,YOHANNES FISSIHA,14,For-Profit,
11968810,12674,5/27/2019,8/24/2021,Assisted Living Facility,OPEN ARMS ALF  INC,13453 SW 289TH TER,,HOMESTEAD,FL,33033-5663,Miami-Dade,(305) 972-4709,13453 SW 289TH TER,,HOMESTEAD,FL,33033-5663,Miami-Dade,LICENSED,OPEN ARMS ALF  INC,3/2/2015,BARBARA GONZALEZ,6,For-Profit,
11965602,9967,7/5/2019,10/2/2021,Assisted Living Facility,OPEN ARMS ASSISTED LIVING  INC,4652 BELVEDERE RD,,HAVERHILL,FL,33415-1326,Palm Beach,(561) 478-9345,4652 BELVEDERE RD,,HAVERHILL,FL,33415-1326,Palm Beach,LICENSED,OPEN ARMS ASSISTED LIVING  INC,7/5/2009,MARIA MUNOZ,6,For-Profit,
11966739,10899,10/9/2018,1/6/2021,Assisted Living Facility,OPEN HEART RETIREMENT HOME  INC.,342 SW 34TH TERRACE,,DEERFIELD BEACH,FL,33442,Broward,(954) 428-5181,342 SW 34TH TERRACE,,DEERFIELD BEACH,FL,33442,Broward,LICENSED,OPEN HEART RETIREMENT HOME  INC.,7/6/2006,ENA LINDO-POWELL,6,For-Profit,
11966190,10407,1/9/2020,4/8/2022,Assisted Living Facility,OPTIONS FOR SENIORS INC,20 S 10 STREET,,HAINES CITY,FL,33844,Polk,(863) 422-3567,20 S 10 STREET,,HAINES CITY,FL,33844,Polk,LICENSED,OPTIONS FOR SENIORS  INC.,1/8/2004,PAULA J SCHAFER,36,For-Profit,
11966112,10383,5/31/2019,8/28/2021,Assisted Living Facility,ORANGE BLOSSOMS VILLA,10331 PIPPIN LN,,ROYAL PLM BCH,FL,33411-3018,Palm Beach,(561) 762-1492,10331 PIPPIN LN,,ROYAL PALM BEACH,FL,33411-3018,Palm Beach,LICENSED,ORANGE BLOSSOMS VILLA  LLC,8/12/2003,MARIA A. CUMMINGS,6,For-Profit,www.assistedlivingwestpalmbeach.com
11966839,10957,5/14/2018,8/11/2020,Assisted Living Facility,ORANGE BLOSSOMS VILLA II,151 MEADOWLARK DR,,ROYAL PALM BEACH,FL,33411,Palm Beach,(561) 762-1492,151 MEADOWLARK DR,,ROYAL PALM BEACH,FL,33411,Palm Beach,LICENSED,ORANGE BLOSSOMS VILLA  LLC,12/6/2016,MARIA A. CUMMINGS,6,For-Profit,assistedlivingwestpalmbeach.com
11968381,12283,11/13/2018,2/10/2021,Assisted Living Facility,ORANGE BLOSSOMS VILLA III  LLC,11030 56TH PL N,,WEST PALM BEACH,FL,33411,Palm Beach,(561) 762-1492,11030 56TH PL N,,WEST PALM BEACH,FL,33411,Palm Beach,LICENSED,ORANGE BLOSSOMS VILLA III  LLC,12/6/2016,MARIA A. CUMMINGS,6,For-Profit,www.assistedlivingwestpalmbeach.com
11968672,12552,5/23/2017,4/12/2019,Assisted Living Facility,ORANGE BLOSSOMS VILLA IV,121 MARTIN CIR,,ROYAL PALM BEACH,FL,33411,Palm Beach,(561) 762-1492,121 MARTIN CIR,,ROYAL PALM BEACH,FL,33411,Palm Beach,IN REVIEW,ORANGE BLOSSOMS VILLA III  LLC,4/13/2017,GAIRY G. CUMMINGS,6,For-Profit,www.assistedlivingwestpalmbeach.com
11966493,10683,7/29/2019,10/26/2021,Assisted Living Facility,ORCHID GARDEN ALF INC,403 SW 74TH AVE,,N LAUDERDALE,FL,33068-1432,Broward,(954) 720-1317,403 SW 74TH AVE,,N LAUDERDALE,FL,33068-1432,Broward,LICENSED,ORCHID GARDEN ALF  INC.,6/6/2005,CASSILDA H EVANS,6,For-Profit,
11910373,4941,12/11/2018,3/10/2021,Assisted Living Facility,ORCHID ISLAND MANOR  LLC,1914 21ST STREET,,VERO BEACH,FL,32960,Indian River,(772) 567-6769,1914 21ST STREET,,VERO BEACH,FL,32960,Indian River,LICENSED,ORCHID ISLAND MANOR  LLC,8/7/2006,DIANE LUBRANO,24,For-Profit,
11964677,9199,3/13/2020,6/10/2022,Assisted Living Facility,ORCHID TERRACE,111 MOORINGS PARK DRIVE,,NAPLES,FL,34105,Collier,(239) 261-1616,111 MOORINGS PARK DRIVE,,NAPLES,FL,34105,Collier,LICENSED,THE MOORINGS  INCORPORATED,3/13/1998,IDILIA C L'ESPERANCE,80,Not-For-Profit,www.mooringspark.org
11967884,11901,8/13/2019,10/24/2018,Assisted Living Facility,ORCHIDS HOME,2960 MEADOWS OAK DRIVE S,,CLEARWATER,FL,33761,Pinellas,(727) 330-6760,2960 MEADOWS OAK DRIVE S,,CLEARWATER,FL,33761,Pinellas,PENDING DENIED RENEWAL,VELMA TIZON,4/13/2016,VELMA TIZON,6,For-Profit,
11967434,11438,9/25/2018,12/23/2020,Assisted Living Facility,ORLANDO LUTHERAN TOWERS,404 MARIPOSA STREET,,ORLANDO,FL,32801,Orange,(407) 515-3888,404 MARIPOSA STREET,,ORLANDO,FL,32801,Orange,LICENSED,ORLANDO LUTHERAN TOWERS  INC.,8/28/2008,SUZETTE GARCIA,109,Not-For-Profit,www.orlandoseniorhealth.org
11963806,5535,9/21/2019,9/20/2021,Assisted Living Facility,ORMOND IN THE PINES,101 CLYDE MORRIS BLVD,,ORMOND BEACH,FL,32174,Volusia,(386) 676-7463,631 W MORSE BLVD,,WINTER PARK,FL,32789-3775,Orange,LICENSED,HARVEST ORMOND IN THE PINES LLC,9/21/2007,MICHELLE HANNER,95,For-Profit,www.holidaytouch.com
11969498,13274,2/20/2019,5/20/2021,Assisted Living Facility,ORMOND MANOR,495 STERTHAUS DRIVE,,ORMOND BEACH,FL,32174,Volusia,(386) 238-9552,495 STERTHAUS DRIVE,,ORMOND BEACH,FL,32174,Volusia,LICENSED,FOR OUR PARENTS  INC,2/20/2019,ANDREW GALL,26,For-Profit,
11967528,11551,3/18/2019,6/15/2021,Assisted Living Facility,ORTA'S HOME  INC,1201 NW 35 AVENUE,,MIAMI,FL,33125,Miami-Dade,(305) 643-6123,1201 NW 35 AVENUE,,MIAMI,FL,33125,Miami-Dade,LICENSED,ORTA'S HOME  INC,3/18/2009,MARILIN HERNANDEZ,6,For-Profit,
11968535,12414,9/20/2019,12/18/2021,Assisted Living Facility,ORTEGA GARDENS ALZHEIMER'S SPECIAL CARE CENTER,5760 TIMUQUANA RD,,JACKSONVILLE,FL,32210,Duval,(904) 701-7227,5760 TIMUQUANA RD,,JACKSONVILLE,FL,32210,Duval,LICENSED,ARBOR TERRACE ORTEGA LLC,7/25/2013,DANA RENEE SARGENT,60,For-Profit,www.jeaseniorliving.com
11968346,12255,9/20/2018,12/18/2020,Assisted Living Facility,ORULMILA CARE ALF CORP,15700 SW 296TH ST,,HOMESTEAD,FL,33033-2422,Miami-Dade,(305) 242-5231,15700 SW 296TH ST,,HOMESTEAD,FL,33033-2422,Miami-Dade,LICENSED,ORULMILA CARE ALF CORP,2/14/2020,ALEXIS HERNANDEZ,6,For-Profit,
11968275,12215,7/9/2018,10/6/2020,Assisted Living Facility,OSMANI M ALF LLC,26423 SW 122ND PL,,HOMESTEAD,FL,33032-7904,Miami-Dade,(786) 267-2471,26423 SW 122ND PL,,HOMESTEAD,FL,33032-7904,Miami-Dade,LICENSED,OSMANI M ALF LLC,3/9/2012,DIANA RODRIGUEZ,6,For-Profit,
11968349,12259,9/27/2018,12/25/2020,Assisted Living Facility,OSPREY LODGE,1761 NIGHTINGALE LN,,TAVARES,FL,32778,Lake,(352) 253-5100,1761 NIGHTINGALE LN,,TAVARES,FL,32778,Lake,LICENSED,OSPREY LODGE LLC,6/29/2012,MICHAEL HURWITZ,165,For-Profit,http://ospreylodgetavares.com/
11964696,9197,3/11/2018,3/10/2020,Assisted Living Facility,OSPREY VILLAGE AT AMELIA ISLAND  LTD,76 OSPREY VILLAGE DR,,AMELIA ISLAND,FL,32034,Nassau,(904) 277-3337,76 OSPREY VILLAGE DR,,AMELIA ISLAND,FL,32034,Nassau,IN REVIEW,OSPREY VILLAGE AT AMELIA ISLAND  LTD,1/31/2018,MATTHEW BARGER,44,For-Profit,osprey-village.com
11969520,13298,5/14/2019,8/11/2021,Assisted Living Facility,OUR BUTTERFLY HOME,207 W COLLEGE AVE,,RUSKIN,FL,33570,Hillsborough,(813) 400-3338,207 W COLLEGE AVE,,RUSKIN,FL,33570,Hillsborough,LICENSED,C3 Consulting and Services Inc,3/25/2019,CAROLINE BLESSON,6,For-Profit,
11911570,6037,10/20/2019,1/17/2022,Assisted Living Facility,OUR DREAM ALF,1630-1640 PALM AVENUE,,HIALEAH,FL,33010,Miami-Dade,(305) 887-4141,1630-1640 PALM AVENUE,,HIALEAH,FL,33010,Miami-Dade,LICENSED,DAISY FUNDORA & ASSOCIATES  INC.,1/20/1989,DAISY FUNDORA BAYO,42,For-Profit,
11968320,12214,7/9/2018,10/6/2020,Assisted Living Facility,OUR FAMILY ASSISTED LIVING FACILITY II INC,1813 SW 150TH PL,,MIAMI,FL,33185-5690,Miami-Dade,(786) 597-4695,1813 SW 150TH PL,,MIAMI,FL,33185-5690,Miami-Dade,LICENSED,OUR FAMILY ASSISTED LIVING FACILITY II  INC.,5/2/2012,MEIBY MILIAN,6,For-Profit,
11932520,4064,2/17/2019,5/17/2021,Assisted Living Facility,OUR FAMILY ASSISTED LIVING FACILITY III  INC.,1310 SW 76TH AVE,,MIAMI,FL,33144-4438,Miami-Dade,(786) 597-4695,1310 SW 76TH AVE,,MIAMI,FL,33144-4438,Miami-Dade,LICENSED,OUR FAMILY ASSISTED LIVING FACILITY III  INC.,2/16/2015,JANINE GUGLIATTO SOLIS,8,For-Profit,
11966504,10713,4/9/2019,7/7/2021,Assisted Living Facility,OUR HOME AT BEACON HILL,141 KAELYN LN,,PORT SAINT JOE,FL,32456,Gulf,(850) 647-4000,141 KAELYN LN,,PORT SAINT JOE,FL,32456,Gulf,LICENSED,141 Beacon Operator LLC,4/9/2019,SHARON DICKEY,32,For-Profit,www.beaconhillalf.com
11968875,12714,4/9/2019,4/8/2021,Assisted Living Facility,OUR HOME AT RIVERWOOD,6873 SW US HWY 27,,FORT WHITE,FL,32038,Columbia,(386) 497-2273,6873 SW US HIGHWAY 27,,FORT WHITE,FL,32038,Columbia,LICENSED,RIVERWOOD ALF OPERATING LLC,4/9/2019,JENNIFER FITTERMAN,36,For-Profit,
11964501,9061,10/1/2020,12/29/2021,Assisted Living Facility,OUR HOUSE ALF  INC,315 WAINAI DRIVE,,MERRITT ISLAND,FL,32953,Brevard,(321) 449-9639,P.O. BOX 541421,,MERRITT ISLAND,FL,32954,Brevard,LICENSED,OUR HOUSE ALF  INC,10/1/1997,MARY   (MIO) GEORGES,6,For-Profit,
11942937,8352,12/2/2018,3/1/2021,Assisted Living Facility,OUR LADY OF CHARITY ACLF  INC,2927 SW 21ST TER,,MIAMI,FL,33145-2319,Miami-Dade,(305) 567-9321,2927 SW 21ST TER,,MIAMI,FL,33145-2319,Miami-Dade,LICENSED,OUR LADY OF CHARITY ACLF INC,4/3/1998,MAXIMO HERNANDEZ,14,For-Profit,
11968659,12530,11/1/2019,10/31/2021,Assisted Living Facility,OUR LADY OF CHARITY ALF,7603 WINGING WAY DR,,TAMPA,FL,33615,Hillsborough,(813) 898-8722,7603 WINGING WAY DR,,TAMPA,FL,33615,Hillsborough,LICENSED,OUR LADY OF CHARITY ALF LLC,4/21/2014,GUILLERMO TOLEDO-PASSEIRO,5,For-Profit,
11943051,8449,9/5/2019,12/3/2021,Assisted Living Facility,OUR LADY OF FATIMA  INC.,2905 NW 10TH AVE,,MIAMI,FL,33127-3816,Miami-Dade,(305) 638-3594,2905 NW 10TH AVE,,MIAMI,FL,33127-3816,Miami-Dade,LICENSED,OUR LADY OF FATIMA  INC.,2/28/2005,SIVIA MEDINA,13,For-Profit,n/a
11966278,10517,8/16/2018,11/13/2020,Assisted Living Facility,OUR LADY OF LOURDES ALF  INC.,14491 SW 153RD TER,,MIAMI,FL,33177-1069,Miami-Dade,(305) 235-6486,14491 SW 153RD TER,,MIAMI,FL,33177-1069,Miami-Dade,LICENSED,OUR LADY OF LOURDES ALF  INC,6/1/2004,MARISOL SOTO,6,For-Profit,
11932590,8128,11/30/2019,2/27/2022,Assisted Living Facility,OUR LOVING MOTHER ELDERLY CARE  INC.,1635 WEST 65 STREET,,HIALEAH,FL,33012,Miami-Dade,(305) 557-8100,1635 WEST 65 STREET,,HIALEAH,FL,33012,Miami-Dade,LICENSED,OUR LOVING MOTHER  ELDERLY CARE  INC.,12/13/1995,FLAVIO URIBE,6,For-Profit,
11965166,9514,6/12/2018,6/11/2020,Assisted Living Facility,OUR MERCY RESIDENCE  INC,9441 SW 27 DRIVE,,MIAMI,FL,33165,Miami-Dade,(305) 551-4898,9441 SW 27 DRIVE,,MIAMI,FL,33165,Miami-Dade,LICENSED,OUR MERCY RESIDENCE  INC,6/12/2018,GLADYS SCHAEFFLER,6,For-Profit,
11967830,11822,1/27/2020,4/26/2022,Assisted Living Facility,OVANY'S HOME CARE CORP,526 SW 66TH AVE,,MIAMI,FL,33144-3751,Miami-Dade,(786) 704-1480,526 SW 66TH AVE,,MIAMI,FL,33144-3751,Miami-Dade,LICENSED,OVANY'S HOME CARE CORP,1/27/2012,OVANY ESTEVEZ,6,For-Profit,
11910672,7448,12/3/2018,3/2/2021,Assisted Living Facility,PACIFICA SENIOR LIVING FOREST TRACE,5500 NW 69TH AVENUE,,LAUDERHILL,FL,33319,Broward,(954) 572-4700,5500 NW 69TH AVENUE,,LAUDERHILL,FL,33319,Broward,LICENSED,PACIFICA LAUDERHILL  LLC,8/8/2014,CAMPBELL FLETCHER EPES III,194,For-Profit,www.pacificaforesttrace.com
11964870,9346,1/28/2020,4/27/2022,Assisted Living Facility,PACIFICA SENIOR LIVING FORT MYERS,9461 HEALTHPARK CIRCLE,,FORT MYERS,FL,33908,Lee,(239) 437-5511,9461 HEALTHPARK CIRCLE,,FORT MYERS,FL,33908,Lee,LICENSED,PACIFICA SENIOR LIVING LLC,9/10/2013,JENNIFER C. ALLEN,70,For-Profit,www.pacificaseniorliving.com
11964742,9315,4/10/2020,7/8/2022,Assisted Living Facility,PACIFICA SENIOR LIVING OCALA,11311 SW 95TH CIR,,OCALA,FL,34481-5064,Marion,(352) 861-2088,11311 SW 95TH CIRCLE,,SAN DIEGO,CA,92110,,LICENSED,PACIFICA SENIOR LIVING OCALA LLC,4/10/2014,SUZANNE DOERZAPF,70,For-Profit,www.pacificaseniorliving.com
